NPS,Category,Customer ID,Customer Name,Order Date,Order ID,Product ID,Product Name,Segment,Sub-Category,Discount,Profit,Quantity,Sales
4,Office Supplies,RR-19525,Rick Reed,7/13/2023,US-2023-102155,OFF-PA-10003673,Strathmore Photo Mount Cards,Corporate,Paper,0,6,2,14
7,Office Supplies,RR-19525,Rick Reed,7/13/2023,US-2023-102155,OFF-ST-10001496,Standard Rollaway File with Lock,Corporate,Storage,0,94,2,360
8,Office Supplies,EP-13915,Emily Phan,12/18/2023,US-2023-102099,OFF-PA-10003172,Xerox 1996,Consumer,Paper,0,6,2,13
3,Office Supplies,EP-13915,Emily Phan,12/18/2023,US-2023-102099,OFF-PA-10000289,Xerox 213,Consumer,Paper,0,16,5,32
2,Office Supplies,EP-13915,Emily Phan,12/18/2023,US-2023-102099,OFF-AR-10003811,Newell 327,Consumer,!Art,0,2,3,7
2,Office Supplies,DB-13660,Duane Benoit,2/28/2023,US-2023-101959,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Consumer,Binders,0,5,2,10
8,Office Supplies,DB-13660,Duane Benoit,2/28/2023,US-2023-101959,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Consumer,Paper,0,4,1,8
6,Office Supplies,GT-14710,Greg Tran,11/24/2023,US-2023-101945,OFF-FA-10004248,Advantus T-Pin Paper Clips,Consumer,Fasteners,0.2,3,3,11
3,Technology,SP-20545,Sibella Parks,2/6/2023,US-2023-101840,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Corporate,Phones,0,66,6,227
3,Office Supplies,SP-20545,Sibella Parks,2/6/2023,US-2023-101840,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Corporate,Binders,0.2,16,4,46
2,Furniture,SH-19975,Sally Hughsby,12/1/2023,US-2023-101805,FUR-FU-10000023,Eldon Wave Desk Accessories,Corporate,Furnishings,0,31,12,71
4,Office Supplies,SH-19975,Sally Hughsby,12/1/2023,US-2023-101805,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Corporate,Binders,0.2,5,5,16
10,Office Supplies,SH-19975,Sally Hughsby,12/1/2023,US-2023-101805,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Corporate,Storage,0,5,4,541
9,Office Supplies,MV-18190,Mike Vittorini,12/11/2023,US-2023-101798,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Consumer,Binders,0.2,8,4,23
8,Technology,MV-18190,Mike Vittorini,12/11/2023,US-2023-101798,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,????Accessories,0,14,2,40
9,Furniture,PO-18850,Patrick O'Brill,7/6/2023,US-2023-101784,FUR-CH-10001146,"Global Task Chair, Black",Consumer,Chairs,0.2,-14,3,122
1,Furniture,AS-10045,Aaron Smayling,10/3/2023,US-2023-101749,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Corporate,Tables,0.2,-6,3,171
9,Office Supplies,SC-20575,Sonia Cooley,8/19/2023,US-2023-101728,OFF-BI-10002393,Binder Posts,Consumer,Binders,0.8,-4,2,2
4,Office Supplies,MY-17380,Maribeth Yedwab,7/23/2023,US-2023-101721,OFF-PA-10003641,Xerox 1909,Corporate,Paper,0.2,21,3,63
2,Furniture,SO-20335,Sean O'Donnell,4/23/2023,US-2023-101700,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Consumer,Furnishings,0.2,3,3,12
10,Office Supplies,SO-20335,Sean O'Donnell,4/23/2023,US-2023-101700,OFF-EN-10003134,Staple envelope,Consumer,Envelopes,0.2,7,2,19
9,Office Supplies,TZ-21580,Tracy Zic,11/25/2023,US-2023-101665,OFF-AR-10002335,DIXON Oriole Pencils,Consumer,!Art,0,1,2,5
2,Office Supplies,AC-10615,Ann Chong,3/24/2023,US-2023-101637,OFF-ST-10002352,Iris Project Case,Corporate,Storage,0.2,1,2,13
0,Furniture,DW-13195,David Wiener,10/22/2023,US-2023-101581,FUR-TA-10002607,KI Conference Tables,Corporate,Tables,0.5,-121,5,177
8,Furniture,BD-11725,Bruce Degenhardt,9/28/2023,US-2023-101574,FUR-FU-10001706,Longer-Life Soft White Bulbs,Consumer,Furnishings,0,4,3,9
3,Office Supplies,VM-21685,Valerie Mitchum,3/16/2023,US-2023-101539,OFF-PA-10001972,Xerox 214,Home Office,Paper,0,3,1,6
0,Office Supplies,VM-21685,Valerie Mitchum,3/16/2023,US-2023-101539,OFF-ST-10004180,Safco Commercial Shelving,Home Office,Storage,0,2,1,47
9,Technology,VM-21685,Valerie Mitchum,3/16/2023,US-2023-101539,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Home Office,Phones,0.2,49,3,660
2,Technology,PB-19105,Peter Bühler,11/3/2023,US-2023-101518,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Consumer,????Accessories,0.2,1,3,41
8,Technology,AG-10675,Anna Gayman,7/29/2023,US-2023-101483,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Consumer,Phones,0.2,1,5,22
9,Office Supplies,AG-10675,Anna Gayman,7/29/2023,US-2023-101483,OFF-AR-10002833,Newell 322,Consumer,!Art,0.2,0,3,4
6,Office Supplies,AG-10675,Anna Gayman,7/29/2023,US-2023-101483,OFF-AP-10002082,Holmes HEPA Air Purifier,Consumer,Appliances,0.2,7,2,35
6,Office Supplies,TR-21325,Toby Ritter,6/20/2023,US-2023-101434,OFF-LA-10003223,Avery 508,Consumer,Labels,0,5,2,10
8,Technology,TR-21325,Toby Ritter,6/20/2023,US-2023-101434,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Consumer,????Accessories,0,72,3,240
1,Furniture,JG-15310,Jason Gross,12/28/2023,US-2023-101322,FUR-CH-10003968,Novimex Turbo Task Chair,Corporate,Chairs,0.2,-34,6,341
2,Office Supplies,FG-14260,Frank Gastineau,10/2/2023,US-2023-101308,OFF-FA-10002780,Staples,Home Office,Fasteners,0,4,3,9
4,Technology,FG-14260,Frank Gastineau,10/2/2023,US-2023-101308,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Home Office,Phones,0.2,-20,2,85
2,Office Supplies,ST-20530,Shui Tom,8/27/2023,US-2023-101273,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Consumer,Appliances,0.2,1,4,14
10,Office Supplies,LW-16990,Lindsay Williams,11/27/2023,US-2023-101245,OFF-PA-10003129,Tops White Computer Printout Paper,Corporate,Paper,0,115,5,245
6,Technology,LW-16990,Lindsay Williams,11/27/2023,US-2023-101245,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,????Accessories,0,60,8,166
4,Office Supplies,DW-13540,Don Weiss,8/25/2023,US-2023-101210,OFF-PA-10000130,Xerox 199,Consumer,Paper,0.2,1,1,3
10,Office Supplies,DW-13540,Don Weiss,8/25/2023,US-2023-101210,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Consumer,!Art,0.2,2,2,10
3,Technology,KB-16405,Katrina Bavinger,9/4/2023,US-2023-101182,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Home Office,Phones,0.2,15,3,43
9,Office Supplies,KB-16405,Katrina Bavinger,9/4/2023,US-2023-101182,OFF-PA-10001800,Xerox 220,Home Office,Paper,0,6,2,13
9,Office Supplies,DB-13660,Duane Benoit,3/25/2023,US-2023-101077,OFF-PA-10004239,Xerox 1953,Consumer,Paper,0.2,2,2,7
10,Furniture,AS-10240,Alan Shonely,6/21/2023,US-2023-101049,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Consumer,Furnishings,0.2,2,5,18
0,Office Supplies,AS-10240,Alan Shonely,6/21/2023,US-2023-101049,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Consumer,Binders,0.7,-34,6,41
5,Office Supplies,AB-10105,Adrian Barton,11/19/2023,US-2023-101042,OFF-BI-10000088,GBC Imprintable Covers,Consumer,Binders,0,11,2,22
8,Furniture,AB-10105,Adrian Barton,11/19/2023,US-2023-101042,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Consumer,Furnishings,0,214,6,822
3,Furniture,RW-19540,Rick Wilson,8/29/2023,US-2023-101014,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Corporate,Furnishings,0,41,3,148
3,Office Supplies,NC-18625,Noah Childs,6/9/2023,US-2023-100951,OFF-ST-10001496,Standard Rollaway File with Lock,Corporate,Storage,0.2,54,5,721
5,Furniture,CS-12400,Christopher Schild,4/7/2023,US-2023-100930,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Home Office,Furnishings,0.2,0,3,258
9,Office Supplies,CS-12400,Christopher Schild,4/7/2023,US-2023-100930,OFF-BI-10001679,GBC Instant Index System for Binding Systems,Home Office,Binders,0.7,-4,2,5
3,Furniture,CS-12400,Christopher Schild,4/7/2023,US-2023-100930,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Home Office,Tables,0.45,-102,2,234
4,Furniture,CS-12400,Christopher Schild,4/7/2023,US-2023-100930,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Home Office,Tables,0.45,-248,3,621
7,Technology,CS-12400,Christopher Schild,4/7/2023,US-2023-100930,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Home Office,????Accessories,0.2,-8,3,618
6,Office Supplies,CK-12595,Clytie Kelty,11/17/2023,US-2023-100902,OFF-PA-10002558,Xerox 1938,Consumer,Paper,0.2,94,7,268
5,Technology,CK-12595,Clytie Kelty,11/17/2023,US-2023-100902,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Consumer,????Accessories,0.2,108,5,431
7,Office Supplies,KD-16495,Keith Dawkins,9/9/2023,US-2023-100825,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Corporate,Storage,0,24,3,100
1,Office Supplies,CC-12475,Cindy Chapman,11/21/2023,US-2023-100811,OFF-PA-10001204,Xerox 1972,Consumer,Paper,0.2,3,2,8
8,Office Supplies,CC-12475,Cindy Chapman,11/21/2023,US-2023-100811,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Consumer,Storage,0.2,4,4,39
8,Office Supplies,JK-16120,Julie Kriz,9/4/2023,US-2023-100783,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Home Office,!Art,0.2,4,1,30
8,Office Supplies,RB-19795,Ross Baird,5/13/2023,US-2023-100748,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Home Office,Labels,0,27,8,58
6,Office Supplies,DK-13225,Dean Katz,6/29/2023,US-2023-100650,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Corporate,Storage,0,311,2,1296
6,Office Supplies,DO-13435,Denny Ordway,6/26/2023,US-2023-100636,OFF-ST-10004123,Safco Industrial Wire Shelving System,Consumer,Storage,0,0,3,273
3,Technology,DK-13090,Dave Kipp,11/3/2023,US-2023-100622,TEC-CO-10003236,Canon Image Class D660 Copier,Consumer,??Copiers,0.2,312,2,960
6,Office Supplies,DK-13090,Dave Kipp,11/3/2023,US-2023-100622,OFF-PA-10002947,Xerox 1923,Consumer,Paper,0.2,4,2,11
10,Office Supplies,DK-13090,Dave Kipp,11/3/2023,US-2023-100622,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Consumer,Binders,0.7,-3,2,4
10,Office Supplies,DK-13090,Dave Kipp,11/3/2023,US-2023-100622,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Consumer,!Art,0.2,4,2,56
1,Furniture,SJ-20215,Sarah Jordon,4/20/2023,US-2023-100615,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Consumer,Chairs,0.3,-18,3,317
3,Furniture,SJ-20215,Sarah Jordon,4/20/2023,US-2023-100615,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Consumer,Furnishings,0.6,-6,5,15
3,Office Supplies,SJ-20215,Sarah Jordon,4/20/2023,US-2023-100615,OFF-AR-10001683,Lumber Crayons,Consumer,!Art,0.2,4,2,16
3,Office Supplies,JK-15370,Jay Kimmel,11/16/2023,US-2023-100601,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Consumer,Storage,0,1,7,49
5,Office Supplies,MK-17905,Michael Kennedy,8/13/2023,US-2023-100580,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,Binders,0.2,12,3,36
6,Office Supplies,CM-12115,Chad McGuire,3/31/2023,US-2023-100524,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Consumer,Paper,0,36,8,75
1,Furniture,CM-12115,Chad McGuire,3/31/2023,US-2023-100524,FUR-FU-10004018,Tensor Computer Mounted Lamp,Consumer,Furnishings,0,8,2,30
3,Technology,CM-12115,Chad McGuire,3/31/2023,US-2023-100524,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Consumer,Phones,0,176,3,678
10,Office Supplies,JL-15130,Jack Lebron,4/11/2023,US-2023-100482,OFF-ST-10001325,Sterilite Officeware Hinged File Box,Consumer,Storage,0.2,1,2,17
6,Technology,JL-15130,Jack Lebron,4/11/2023,US-2023-100482,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Consumer,????Accessories,0.2,-5,2,27
5,Office Supplies,SJ-20125,Sanjit Jacobs,8/11/2023,US-2023-100433,OFF-PA-10003441,Xerox 226,Home Office,Paper,0,12,4,26
1,Office Supplies,DC-12850,Dan Campbell,6/4/2023,US-2023-100426,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Consumer,Paper,0,6,2,12
7,Furniture,SR-20425,Sharelle Roach,12/22/2023,US-2023-100412,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Home Office,Chairs,0,35,2,142
3,Office Supplies,DO-13435,Denny Ordway,8/19/2023,US-2023-100398,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Consumer,Binders,0.2,37,3,103
4,Office Supplies,NH-18610,Nicole Hansen,6/24/2023,US-2023-100384,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Corporate,!Art,0,112,8,386
10,Office Supplies,NH-18610,Nicole Hansen,6/24/2023,US-2023-100384,OFF-AR-10003514,4009 Highlighters by Sanford,Corporate,!Art,0,12,9,36
10,Office Supplies,SP-20920,Susan Pistek,10/21/2023,US-2023-100356,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Consumer,Appliances,0.8,-62,2,24
7,Office Supplies,NF-18595,Nicole Fjeld,9/7/2023,US-2023-100335,OFF-PA-10001685,Easy-staple paper,Home Office,Paper,0.2,26,9,73
5,Office Supplies,AS-10630,Ann Steele,9/29/2023,US-2023-100314,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Home Office,Envelopes,0.2,9,4,28
10,Office Supplies,AS-10630,Ann Steele,9/29/2023,US-2023-100314,OFF-LA-10001569,Avery 499,Home Office,Labels,0.2,3,2,8
1,Technology,AS-10630,Ann Steele,9/29/2023,US-2023-100314,TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Home Office,Machines,0.4,45,3,337
10,Office Supplies,SV-20815,Stuart Van,10/15/2023,US-2023-100237,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Corporate,!Art,0,4,2,12
5,Office Supplies,AA-10375,Allen Armold,12/11/2023,US-2023-100230,OFF-BI-10002498,Clear Mylar Reinforcing Strips,Consumer,Binders,0.2,5,1,15
8,Office Supplies,AA-10375,Allen Armold,12/11/2023,US-2023-100230,OFF-PA-10002245,Xerox 1895,Consumer,Paper,0,8,3,18
0,Technology,AA-10375,Allen Armold,12/11/2023,US-2023-100230,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,Phones,0,29,2,117
7,Furniture,LS-16945,Linda Southworth,7/5/2023,US-2023-100223,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Corporate,Furnishings,0.6,-349,9,332
5,Office Supplies,LS-16945,Linda Southworth,7/5/2023,US-2023-100223,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Corporate,Binders,0.8,-18,9,11
10,Office Supplies,LS-16945,Linda Southworth,7/5/2023,US-2023-100223,OFF-BI-10004492,Tuf-Vin Binders,Corporate,Binders,0.8,-10,1,6
3,Office Supplies,LS-16945,Linda Southworth,7/5/2023,US-2023-100223,OFF-PA-10000232,Xerox 1975,Corporate,Paper,0.2,6,3,16
1,Office Supplies,LS-16945,Linda Southworth,7/5/2023,US-2023-100223,OFF-PA-10002195,Xerox 1966,Corporate,Paper,0.2,11,6,31
10,Office Supplies,TD-20995,Tamara Dahlen,7/9/2023,US-2023-100209,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Binders,0.7,-1,2,1
8,Office Supplies,CB-12025,Cassandra Brandow,9/7/2023,US-2023-100160,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Consumer,Paper,0.2,5,3,16
0,Office Supplies,CB-12025,Cassandra Brandow,9/7/2023,US-2023-100160,OFF-EN-10001509,Poly String Tie Envelopes,Consumer,Envelopes,0.2,2,3,5
4,Office Supplies,CB-12025,Cassandra Brandow,9/7/2023,US-2023-100160,OFF-LA-10002475,Avery 519,Consumer,Labels,0.2,10,5,29
5,Technology,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Consumer,????Accessories,0,96,2,213
4,Office Supplies,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Consumer,Storage,0,13,4,45
1,Technology,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Consumer,????Accessories,0,22,2,73
5,Technology,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Consumer,Phones,0,28,3,105
0,Technology,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,????Accessories,0,20,3,60
6,Furniture,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Consumer,Chairs,0.1,376,5,2254
7,Furniture,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,FUR-CH-10003061,"Global Leather Task Chair, Black",Consumer,Chairs,0.1,8,1,81
9,Technology,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,TEC-PH-10002885,Apple iPhone 5,Consumer,Phones,0,351,2,1300
7,Furniture,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,FUR-CH-10003846,Hon Valutask Swivel Chairs,Consumer,Chairs,0.1,18,3,273
5,Furniture,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Consumer,Chairs,0.1,610,11,2888
1,Office Supplies,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Consumer,Paper,0,6,2,14
10,Office Supplies,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Consumer,Paper,0,18,9,39
8,Office Supplies,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Binders,0.2,4,3,12
7,Office Supplies,SV-20365,Seth Vernon,9/20/2023,US-2023-100111,OFF-FA-10000304,Advantus Push Pins,Consumer,Fasteners,0,2,2,4
6,Furniture,MN-17935,Michael Nguyen,11/26/2023,US-2023-100097,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,Furnishings,0,38,5,135
6,Technology,MN-17935,Michael Nguyen,11/26/2023,US-2023-100097,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Consumer,Phones,0,265,5,980
1,Office Supplies,MD-17860,Michael Dominguez,5/28/2023,US-2023-100055,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Corporate,Appliances,0,36,3,125
10,Furniture,MD-17860,Michael Dominguez,5/28/2023,US-2023-100055,FUR-FU-10001473,DAX Wood Document Frame,Corporate,Furnishings,0,10,2,27
4,Technology,RS-19765,Roland Schwarz,5/19/2023,US-2023-100048,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Corporate,Phones,0,89,2,308
4,Office Supplies,RS-19765,Roland Schwarz,5/19/2023,US-2023-100048,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Corporate,Appliances,0,110,6,281
7,Technology,RS-19765,Roland Schwarz,5/19/2023,US-2023-100048,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Corporate,????Accessories,0,114,3,300
3,Furniture,ZC-21910,Zuschuss Carroll,11/6/2023,US-2023-100013,FUR-FU-10001424,Dax Clear Box Frame,Consumer,Furnishings,0,3,1,9
3,Office Supplies,ZC-21910,Zuschuss Carroll,11/6/2023,US-2023-100013,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Consumer,!Art,0,2,2,6
6,Office Supplies,ZC-21910,Zuschuss Carroll,11/6/2023,US-2023-100013,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Consumer,Envelopes,0,7,2,15
9,Office Supplies,IL-15100,Ivan Liston,9/4/2022,US-2022-169971,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,!Art,0.2,7,3,62
3,Office Supplies,IL-15100,Ivan Liston,9/4/2022,US-2022-169971,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Consumer,!Art,0.2,1,1,4
6,Office Supplies,SN-20710,Steve Nguyen,9/26/2022,US-2022-169957,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Home Office,Appliances,0,66,6,237
7,Technology,SN-20710,Steve Nguyen,9/26/2022,US-2022-169957,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Home Office,????Accessories,0,21,4,100
3,Office Supplies,SN-20710,Steve Nguyen,9/26/2022,US-2022-169957,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Home Office,Paper,0,15,5,30
9,Furniture,BN-11515,Bradley Nguyen,5/19/2022,US-2022-169943,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Consumer,Furnishings,0,15,4,36
4,Furniture,BN-11515,Bradley Nguyen,5/19/2022,US-2022-169943,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Furnishings,0,12,8,40
8,Office Supplies,BN-11515,Bradley Nguyen,5/19/2022,US-2022-169943,OFF-ST-10004123,Safco Industrial Wire Shelving System,Consumer,Storage,0,0,5,455
9,Office Supplies,BN-11515,Bradley Nguyen,5/19/2022,US-2022-169943,OFF-BI-10002824,Recycled Easel Ring Binders,Consumer,Binders,0.2,15,4,48
7,Office Supplies,BN-11515,Bradley Nguyen,5/19/2022,US-2022-169943,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Consumer,Appliances,0,70,5,243
5,Furniture,MZ-17515,Mary Zewe,6/11/2022,US-2022-169922,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Corporate,Furnishings,0.6,-9,7,13
0,Office Supplies,MZ-17515,Mary Zewe,6/11/2022,US-2022-169922,OFF-BI-10001617,GBC Wire Binding Combs,Corporate,Binders,0.8,-14,4,8
4,Office Supplies,MZ-17515,Mary Zewe,6/11/2022,US-2022-169922,OFF-BI-10003784,Computer Printout Index Tabs,Corporate,Binders,0.8,-2,4,1
5,Office Supplies,MS-17530,MaryBeth Skach,10/22/2022,US-2022-169887,OFF-AR-10002766,Prang Drawing Pencil Set,Consumer,!Art,0,2,3,8
5,Office Supplies,MS-17530,MaryBeth Skach,10/22/2022,US-2022-169887,OFF-PA-10003001,Xerox 1986,Consumer,Paper,0,3,1,7
5,Furniture,MS-17530,MaryBeth Skach,10/22/2022,US-2022-169887,FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Consumer,Furnishings,0,31,3,102
1,Furniture,BB-11545,Brenda Bowman,11/25/2022,US-2022-169838,FUR-TA-10001095,Chromcraft Round Conference Tables,Corporate,Tables,0,329,9,1569
2,Office Supplies,BB-11545,Brenda Bowman,11/25/2022,US-2022-169838,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Corporate,Binders,0,8,1,17
6,Technology,BB-11545,Brenda Bowman,11/25/2022,US-2022-169838,TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Corporate,????Accessories,0,62,8,160
2,Office Supplies,NS-18640,Noel Staavos,12/12/2022,US-2022-169824,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Corporate,!Art,0,5,7,11
5,Furniture,NS-18640,Noel Staavos,12/12/2022,US-2022-169824,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Corporate,Furnishings,0,20,5,60
9,Office Supplies,NS-18640,Noel Staavos,12/12/2022,US-2022-169824,OFF-SU-10000952,Fiskars Home & Office Scissors,Corporate,Supplies,0,10,4,36
6,Furniture,JE-15715,Joe Elijah,12/25/2022,US-2022-169670,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Consumer,Chairs,0.1,313,8,2563
1,Technology,RH-19510,Rick Huthwaite,3/10/2022,US-2022-169663,TEC-MA-10000984,Okidata MB760 Printer,Home Office,Machines,0.2,378,3,3358
1,Technology,RH-19510,Rick Huthwaite,3/10/2022,US-2022-169663,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Home Office,????Accessories,0,5,3,27
7,Office Supplies,EC-14050,Erin Creighton,12/12/2022,US-2022-169369,OFF-PA-10004438,Xerox 1907,Consumer,Paper,0,23,4,49
5,Technology,EC-14050,Erin Creighton,12/12/2022,US-2022-169369,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Consumer,????Accessories,0,20,5,250
8,Office Supplies,GW-14605,Giulietta Weimer,10/21/2022,US-2022-169334,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Consumer,Storage,0.2,7,9,112
9,Office Supplies,RE-19450,Richard Eichhorn,7/14/2022,US-2022-169215,OFF-FA-10000936,Acco Hot Clips Clips to Go,Consumer,Fasteners,0,13,9,30
6,Technology,LH-16900,Lena Hernandez,6/20/2022,US-2022-169194,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Consumer,Phones,0,6,2,22
